51.16,4.5715,0,0.9997,6.9479,130.03,9.4149,0.3,0.1,8.2086,11.074,3.273,0.1,20.281,9.924,120.71,1.5047,1.0477,0.48748,0.5,0,1.6,1.7914,0,0.2,3.9587,4.7889,0.2143,250.16,0.3,21.968,3.1481,2.5708,0.1,11.001,9.899,0,0.70681,16.674,0.44935,15.693,0.5,0,0.31585,1194.4,1.2,0.1,0.2,0.2,24.03,481.37,168.84,1.1923,0.4,0.4,2.5054,0.3,0.54848,0,8.3982,15.643,0.3,3.6,8.549,0.3,0.1,23.622,2868.1,0.6,1.3906,2.9886,1160.3,1.5208,0.18584,0,0.1,8.0068,74.604,88.45,13.676,3.2029,0.4,0.089983,0.8,0.8,59.742,0.2,433.66,135.1,3.9098,8.1515,65.73,4.3054,0.5,6.2146,0.1,0.7,4.2575,10.147,1.0855,2.2556,0.56862,1.4,0.6,5.2858,1.144,0.077457,1.0728,0.50313,4.3869,0.3,4.0551,1.1,0.1,11.641,300.51,0.1,6.9776,45.986,10.216,3.8275,14.555,186.72,85.237,6.4487,144.12,2.6161,28.987,0.1,102.67,0,1.9073,18.439,0,1.2369,1.4158,0.1,0.2,37.043,4.5434,2.6808,0.1,5.8646,80.908,19.801,9.8337,1.5,0.1,0.4,0,0.1,271.8,32.56,197.41,0.1,0.2,1.9,0,0.2,0.28125,0,40.925,0.6026,0.3,0.9614,1.4857,0.2,107.57,0.2,1.214,0.48807,3.8527,1.7,4.3274,15.529,4.231,23.219,0.3,0.5,2.4151,6.4306,6.0624,2.1866,14.62,0.7,2.3717,20.985,6.7869,0.21227,11.68,0,1.4522,0,19.246,0.2,0.3,8.6484,0.1,0.2,232.05,0.3,0.29427,8.8469,19.862,4.6579,0.64113,3.4746,1.577,31.302,4.0513,1.0437,0.8,18.099,5.0091,3.8044,5.0367,0.2,7.3889,4.9303,1.8215,17.324,0.35834,78.929,0,5.1825,0.4,0.31331,26.047,53.14,9.5278,0.4,25.717,1.6732,0.4,458.47,4.8846,3.6609,0,3.04,12.546,3.3758,4.466,1.4657,99.031,0.1,5.2414,0.3,19.238,0.4,0,36.756,3.1463,12.886,144.15,5.2242,1.75,194.97,82.211,0.3,0.5,56.433,1.2,1.2999,2.7368,1.5,3.089,10.881,5.7332,0.3,80.465,0.74304,1.7028,97.604,66.927,3.1,117.36,838.24,0.29991,0,4.6373,61.365,4.5005,157.16,8.5603,0.65005,1.3,0.1,14.44,76.739,0,0.2,33.393,0.1,0.4,2.5784,0,106.88,0.1,6.7975,0.60791
13.868,0.2,0.7,25.005,0.9444,94.08,2.5418,0.45966,0.5926,0.5,0.1944,46.173,0.3,84.007,3.4949,49.504,5.472,14.684,0.6,0.30293,7.554,0.42856,0.1,0.5,0.4,2.8367,2.0006,0.3,58.726,0.2,22.058,3.3,5.9675,0.6,18.467,20.324,0.2,0.2,206.54,0.4,10.705,0.1,3.7069,5.5721,335.84,4.45,0.6,1.4987,0,5.451,323.25,16.845,4.0461,0.8,3.733,90.39,2.6204,6.243,0.2,9.0979,16.702,2.0325,0.4,0,0.4,1.1,585.19,145.11,0.97581,0.85581,9.7654,114.57,0.4,8.1004,8.4646,0.1,42.08,309.18,47.342,0,3.8197,0.1,0.6,2.5749,0.3,421.37,2.0857,61.278,14.619,0.40204,33.508,148.78,4.3852,7.7195,7.8917,0,0.1,23.965,1.9994,1.1906,4.4,0,0.1,5.5401,40.585,1.3,0.2,1.8,1.718,1.7525,1.3,1.6028,8.2,0.3,0.3,12.319,3,0.6,49.475,0.7,0.7,12.958,23.695,214.01,80.589,7.3388,0.4,29.582,0.2,70.661,0.4,0.2,159.73,5.8958,0.2,752.94,2.638,0,0,2.159,2556.8,0.3,1.6153,0,4.2073,467.92,10.888,2.4784,1,1.3,0.3,51.736,152.01,2.4399,0.1,0.2,2.2189,0.1,2.5,1.4,0.1,423.11,0.2,0.98076,0.6,0.6,20.098,0,0.1,0.3,4.9054,0.9,0.2,0.1,37.573,0.9,157.68,0.15504,2.195,0.3,0,6.4,261.67,1.6041,1.5434,0.22166,158.02,0.2,3.7606,0,2.1518,0.2,0.2,2,31.052,1.3912,0.3,1.6329,0.1,317.96,1.1,0.1,0,5.5755,108.32,0.1,256.28,0.3,958.37,0.099668,0.74616,0.4,6.5114,0.30349,0.37579,0.3,0.1,87.257,2.8623,0.39901,418.5,0.2,20.633,0.52644,2.3209,0.3,3.9315,82.91,1.3542,4.3114,0,13.214,1.2145,1.9,40.78,10.168,0.1,0.1,16.138,166.79,0.8,17.285,17.071,61.84,0.43236,1.8277,1,0,7.2006,8.5491,50.013,394.69,9.6345,828.12,0.2,15.336,17.503,364.91,0.3492,0,100.75,0.33616,0.1,0.7,0.2,0,0.3,0.1,1.2894,50.455,11.254,3.5324,9.4572,37.922,2.2,188.34,1634.8,0.2,0.9937,215.84,27.096,4.7279,44.6,3.9187,0.5,23.261,0.39765,0.3,62.065,3.126,0.6,20.548,0.1,1.2155,1.3424,21.744,515.92,0.2,2.4512,0.1
11.999,4.3429,1.1,1.2597,6.5389,90.484,8.1659,8.6716,1.0322,0.3,0.4,6.4571,1.7,14.9,0.1,1.0353,4.7176,0.1,3.0911,0.4,1.5601,2.544,0.17989,0.6988,0.2,0,2.1154,8.123,10.982,0.6,50.673,0.708,0.58586,1.3,12.524,9.8934,0.44175,0.6,29.546,0.1,11.125,8.6454,2.5505,0.4,248.41,4.3801,4.1656,9.9,0.6,20.307,15,0.41924,39.673,0.1,11.743,4.3711,2.8,0.68797,0.4,9.7951,15.668,1.0999,0.4,0.40948,0.06949,0.73826,20.098,210.92,1.8928,0.9,1.5587,13.001,0.20923,0.3,8.8523,0.5,574.92,71.028,68.626,1.4068,0,11.768,0.3,0.4,3.4,69.483,2.5634,96.329,223.78,0.4,9.0935,0.10113,2.8381,1.2,3.4736,0.2,0.7,196.15,0.2,0.7,125.56,0.1,4.2554,0.93877,0,0.5,1.0228,0.2,0.2,0.2,1,0,1.2618,0.7,0.1,16.578,33.329,0.6,12.786,0.3,2.519,5.8728,292.8,2988,20.164,4.8061,0.4,202.29,0,327.55,0.1,0,141.03,0.6,0.78554,79.333,2.3532,3.3616,6.7335,1.4159,82.447,0.13395,0.1,2.7301,14.603,8.5988,0.2,3.3527,0.4,4.6069,1.3792,1249.8,4.6857,26.11,0.9,0.7,0.88048,0.21847,4.8051,0.61931,0.1,4.122,6.0612,0.82498,11.5,0,0.3,110.18,5.2424,0.24955,12.304,0.97463,0,11.567,881.49,18.689,22.606,0,0.3,0.7,1.2349,7.8885,81.973,0.63502,0.16171,0.1,2503.5,0.3,0.1,1.7853,0.17968,0.1,0.2,0.2,0.1,4.8,0,27.625,0.1,40.034,1.2093,3.6522,0.4,1.4246,6.4155,0.5,277.99,3.1883,465.94,0.4,1.1,0,422.89,15.456,0.4,0.13292,0.3,1,0,0.3,551.45,0.8,4.9698,1.2,1.3532,1.0174,0.3,11.493,14.082,9.395,0.3,26.566,4.3,2.365,920.14,3190.2,1.1099,0.4,125.68,141.88,0.4,9.2115,9.9027,741.86,2.537,109.6,0.3,0.6898,0.1,1.1,0.75708,114.45,9.6018,796.84,7.9663,194,0.27148,65.251,0.78923,0.5,412.45,2.6986,0.3,3.8076,3.1,0.11659,0.2,0.1,2.9475,20.811,0.1,3.7,255.29,39.977,233.95,152.68,660.69,0.2,0.6,5.1325,61.419,4.4304,41.098,0.87702,1.2,0.7857,0.078665,1.1,46.792,5.0764,0.6,262.6,0.29393,0.8,1.7,4.7466,4.5922,0,16.4,0.2
71.518,0.5,0.08556,5.4353,4.3703,20.229,1.4,8.411,3.666,0.1445,0.1,2.1956,0,250.28,5,6.452,1.3965,0.4,0.2,0.44837,16.236,2.1515,4.2126,0.3,1.3,0.2,0.13452,8.1642,6.7943,36.717,21.377,4.2109,0.3,3.1,32.494,49.934,23.727,0.59764,5.1308,0.40023,71.958,6.735,11.541,0.46333,268.5,1.7,0.76575,0.1,0.6253,38.986,3.456,4.0346,1,0.7,5.867,92.594,1.6154,0.84931,1.9925,18.8,29.572,0.3,0.4,1.8712,5.0617,1.1,24.979,8.2987,29.92,0.95205,1.472,273.53,0,1.8682,8.816,3.9989,50.547,31.964,6.5699,5.5155,0.1,0.2,0,0.1,0.8,328.14,0,132.4,4.9893,0,12.752,21.044,0.018999,0.4,3.4534,0.97307,0.4,2126.5,2.3,0.3,24.826,0,0.1,6.1622,227.3,0.8,1.9,11.865,0.4,0.34474,1.5,3.3144,0.16456,1.7,0.57759,29.005,0.3,4.1246,3.3,0.2,0.6,26.788,71.587,339.79,15.2,0.47303,4.7937,312.96,2.2946,117.5,0.1,0.1,1673.1,0.3,0,31.824,0.32897,0.1588,2.6263,122.74,405.84,1,0.2,154.8,211.24,1425.8,7.0984,17.663,14.125,0.3,2.1504,1019.9,57.463,34.721,0.3,0.56023,0.67917,0,1.9619,4.7,3.8,386.02,0.1,6.4719,0.24249,1.1,0,39.654,0,0.5,10.124,46.1,3.4718,0.7,7.3011,1.3,4.1091,0.4,0.5,15.117,1.4053,265.61,0.8,0.70742,0.2,0.1,90.277,6.4722,0.65892,5.9973,1.4226,3.1505,0.841,0.25312,0.8,0.27735,7.2,0.7,2.2439,1181.4,3.2824,0.3,0.86659,33.382,0.507,0.10253,16.141,0.9,5.4575,0.7,2.787,8.7445,334.72,2.5581,0.4,6.6424,0.6,46.362,4.1958,0,167.59,0.22358,3.8,4.0153,0.4,13.773,0.1,2190.2,178.84,0.4,0.2,90.778,0.6,1.3066,137.47,143.97,0.1,2.2437,7.083,16.559,46.464,1.1617,277.2,167.37,0.2,7.4179,0.85359,1.1803,1.3876,1.6064,0.32047,3.6136,133.75,475.76,0.2,148.88,40.637,39.846,1.4198,0.2,3194.8,0.1,1.804,5.6448,0,0.82827,2.5531,0.1,1.8034,26.132,0.57944,3.5135,6.3272,30.646,0.36609,21.983,371.35,0,1.6501,43.742,745.52,0.1,4.37,27.627,0.22656,6.8583,0.4,0.12517,63.251,0.10443,0.1,50.28,0.7,0.1,0.2,0.1,0.6244,0.10513,87.851,0.4
302.55,0.86552,0.7,0.1,21.773,15.199,15.976,0.91604,0,7.2147,2.2663,0.51389,0.5,119.18,9.8887,0.51087,0.1,0.50821,0.1,12.113,0.14135,5.7359,0.1,3.9604,6.2853,0.2,0,6.2319,29,3.7574,1.1397,0,0.79477,0.60765,421.79,71.363,0.19193,8.089,5.3164,0.3,1.9,8.1447,9.6646,1.6929,12.86,1.3946,0,0.2,0.2,132.12,174.61,16.077,1.3262,0.26776,0.2,13.76,11.645,2.6671,3.0794,294.69,101.53,2.7521,4.8094,0.2,0,0.1,253.1,1441.6,0.1,3.7556,16.746,793.51,0.2,0.3,226.08,0.5,18.173,21.636,54.045,0.1,11.554,0.26716,0,2.5679,0.91068,6.2888,0,19.687,30.844,0.2,1.728,11.037,0.74883,0.2,4.6942,0.5,2.9014,155.61,4.2685,0.9,3.3092,4.8421,0.2,20.824,15.381,0.4,17.292,0.1,0.5,0.16389,0.3,0.1,0.31448,2.2,1.3,1.3964,2.0021,0.1,4.1274,0.27785,0,13.652,3.9809,257.66,41.025,2.1751,0.4,55.17,0,1701.4,1.1718,0.1,1.2,1.1,0.13094,7.6548,0.5,2.6785,7.2715,14.62,958.89,0.1,0.4,3.4664,1.4828,193.4,0,2.3577,0.1,6.7758,0.55569,26.27,24.19,8.7,0.28149,0.2,0.1,8.9209,0.2,0.3,0,41.041,1.9202,3.6337,0.6,24.814,0.14647,7.0309,0.3,1.216,2.0622,0.1,0.62175,23.688,15.136,0,445.89,0.2,6.4002,0,0.38787,496.33,19.061,0.31631,0.4,0.3,7.0481,0.1,0.1,0.1,0.2,0.3,0.26728,5.5724,1.2,0.2,1.3,0.1,0.1,672.08,0.3,0.98309,4.9617,1,3.2235,0.1,9.4897,0.6,139.32,0.2,2.5662,0.1,33.547,0.24546,0.3,1.538,0.3,10.624,2.1,8.7344,60.851,0,0.31563,0,3.2734,0.8,0.9,949.03,367.38,0.3,0.3,203.35,3.5,0.2,123.77,19.81,0.1,0.4,2.1294,5.4,10.241,4.9052,297.11,412.28,0.3,0,1.1998,19.799,7.9088,12.593,10.395,5.5,154.32,211.58,0.3,20.397,1.3978,122.88,0.033183,0.3247,12.001,1.8985,8.6706,32.056,0.2,4.3571,5.4132,14.289,0.4,5.2597,0.2,3.7665,6.7905,6.8265,0,41.352,18.53,0.7,0.1,76.343,1186,0.30646,25.112,88.82,1.6001,0,0.2,3.2995,20.217,7.5973,1.1,335.92,0.2,0,1,1.0707,177.91,0,2.0659,0
23.67,2.3715,0,383.28,37.121,29.746,0,0,0.2,0.71959,1.3,0.2,5.2941,37.203,2.8839,30.63,0.6,0.99653,1,0.2,1.9251,7.4649,2.7237,0.013808,0.3,0.73903,0.18584,0.3,1226.5,1.6,8.1,48.273,15.973,0.1,42.483,50.174,0.2,0.6,5.4028,0.3,22.618,0.5,28.088,3.0219,30.36,5.9897,0.1,1.2,0.4,9.301,15.685,421.87,34.07,0.1,0.7,86.333,53.081,10.085,3.717,10.817,9.3832,2.3946,0,0.1,0.1,4.3379,27.327,320,1.3084,0.3,2.5,792.75,0.3,0.7,16.589,0.5,8.5808,1053.5,86.976,1.1631,114.54,1,0.6,0.5,0.9,1564,2.033,412.23,35.626,4.4278,0.27181,11.716,0.1,4.6737,2.1844,5.6061,0.1,1785.6,0.2,0,140.49,0.3,0.2,0.32325,1225.6,3.1029,1.5795,1.6787,0,0.54668,1,0.2,1,1.2063,0.1,428.63,9.307,0.1,2.033,28.717,0.7,3.1,268.03,32.167,5.085,52.014,0.48694,3.8424,0,303.32,0.4,3.1917,41.965,0.2,0.5,12.327,1.9,0.1,10.465,283.17,874.03,0.3,0.1,160.31,84.869,74.638,36.54,1.2,14.197,0.5,17.742,29.266,5.3133,16.059,0.1,2.87,3.473,0.2,0.24404,0.2,0.2,82.549,2.577,0.11597,0.60249,5.9458,0,104.37,0.2,0.2,0.1,2.0546,0.7,0.1,6.7523,2.4056,259.51,1.5574,0.37735,3.3587,0,18.642,10.172,5.1032,0.2,2.0444,218.2,1.3738,0.4,0.5125,0,0.2,0,5.2772,2.1852,1.5342,1.0273,0.1,1.0693,40.87,0.3,0,2.8978,9.2156,3.037,0.1,0.5999,0.2,1.4163,0.3,3.5857,0.2,9.3006,1.0934,0.77539,6.9194,3.1678,5.4581,0.5,21.475,97.635,0.1,3.8706,0.077752,0.9,0.66553,0.2,12.64,3.4313,0.4,0.74939,241.63,0.28295,0.4,196.24,73.28,0.40433,0.61667,37.563,40.08,1,20.036,4.4993,348.14,0.2,21.975,0.17943,0.9,3.0617,0.4,9.044,8.2,71.868,65.884,0.3,1.6403,16.128,7.7053,9.2653,3.9774,63.213,5.367,2.1,5.6775,0.1,0.15923,0.0029583,3.0066,0.3249,35.733,0.2,3.1,8.6436,6.9694,1.8074,6.6567,117.28,5.9586,2.5545,624.13,714.32,2.6,55.308,59.304,5.0407,0.80314,0.2,0.49439,35.742,0,2.3353,3.0674,0.7,0.1,3,0.2,101.33,0.8,42.726,0.2
22.241,0.2,1.1,9.826,1.8,304.01,1.2478,6.2889,7.9377,7.8366,2.0502,1.5501,52.557,202.24,0.39126,2.7,0.2,0,4.1215,0.2,0.8,0.7922,0.1,2.1,1.3059,0.1,0.8,0,75.668,1.2074,417.68,3.3,0.9,2.2851,79.022,9.5556,0.2,0.3,3.4366,1.1285,174.06,0,0.2,0.48128,476.25,1.9628,1.3,0.2,0,1.4086,9.3819,12.867,0,0.1,5.6022,11.235,59.597,0.9,1.9837,36.3,244.47,0.1,0.1,0.2,0.8,2.3492,121.46,1761.3,6.0081,7.4039,31.191,5.3332,0,8.3648,65.26,3.1267,18.039,150.23,697.38,1.1267,2.186,0.8,0.82312,0.3,0.9,31.188,0.2,102.09,354.56,0.1,8.5134,16.717,2.8427,0.4,1.9207,0.021753,6.2195,32.107,0.18018,5.0686,58.572,0.6,0.5,0.3,520.39,0,1.4,1.3623,0.1,0,1.5,0,2.2,2.2797,0.43463,214.89,0.3,0.4,2.1548,0.5,0.2,8.2433,0.28928,101.65,5.7745,13.426,0.096474,26.291,16.898,3117.4,0.4,0,20.08,0.2,1.2893,0.73376,1.9,0.9,12.54,14.109,113.52,1,0.4,10.093,0.18632,38.243,13.235,1.2,0.1,0.5,6.8,32.02,40.116,45.387,0.1,0.1,3.4448,0.3,2.4794,0,1.8103,13.272,1.8636,5.5832,2.023,20.976,0.6,12.705,0.4,0.4,0.1,12.33,0.6,0,19.782,0.9,34,0,0.5,0.36374,0.3,262.53,11.684,0.2,0.7,0,1716,10.071,1.9334,1.3495,0,0,0.4,0.79493,1.2,0.6,4.8678,6.349,0.2,52.295,0.5,2.3,21.849,18,67.871,3.1908,2.5378,0.27501,68.481,0.2,0.1,0.1,166.34,0.70212,0.5,0.1,0.2,396.78,1.5929,29.552,60.853,0.4,0.4,0.84406,0.3,0.2,0,86.353,42.504,0.33426,2.8646,44.79,9.6353,3.7249,669.92,241.37,0.3677,2.7732,4.0493,104.05,0.66274,21.157,2.3654,98.165,0.26501,5.2465,2.4106,0.63843,3.1646,9.966,0.16086,28.882,27.731,245.16,0,37.561,1.6596,322.26,4.2218,1.9,69.144,2.0548,6.1588,2.5,18.765,1.0347,0.2,1.4157,0,16.268,0.2,0.75061,6.1947,16.578,150.91,24.457,46.722,0.2,0.2,68.839,80.317,9.516,29.261,73.478,0.64923,0.1,10.912,0.1,207.88,0.1,0.40556,6.7214,4.6134,2.3003,2.5892,0.30986,1117.4,0,15.067,1.1558
15.381,0.1,0.5938,180.72,87.84,216.63,0.1,4.0614,0,0.44454,0.2,2.7,1.3344,27.918,0.42845,61.175,1.4,7.9435,0.38967,0.1,3.912,0.0068511,8.6359,0.5,2.0203,3.6499,5.2828,4.1759,137.32,7.8752,381.14,2.6879,3.7948,0.69508,245.93,4.3541,10.432,4.2615,144.64,3.0309,40.311,0,0.1,0.3,28.679,0.5,0,4.8,5.7155,6.7708,417.62,12.654,0.18118,2.8,0,2.5621,0.14711,5.8315,0.2,146.43,26.763,0.3,0.2,1.4994,29.84,0.6,3,67.702,1.1,1.359,5.3964,30.928,2.4738,0.7,3.8085,0.2,2.3277,45.987,44.018,0.2,0.39506,0.1,0.3,0.23823,0.62213,34.577,3.0409,49.019,12.882,0,1.4868,50.981,0.5,0.5,1.7873,1.0391,2.6763,99.714,0.5,0.19079,17,0.85025,0,0.2,6.7466,0.2,0.19289,21.623,0.5,0.3,0.11737,0.2,0.4,0.8,0.7,0.99796,18.296,0.3,4.3761,0.2,4.289,2.7896,9.6068,462.89,287.86,11.495,0.1,1248.5,0.3,4.9087,0.2,1.9,53.05,23.44,0.30072,150.75,6.7356,0.11493,17.83,91.226,36.473,0.5,0,372.31,260.67,7.9156,0.1257,13.815,0.4,1.3197,0.6,849.54,75.899,7.6817,0.72875,0.65516,1.6,0.1,0.49816,13.131,0.2,303.93,0.1,0.1,0.2,0,0.24595,129.2,0.12442,1.6049,6.3364,4.1654,4.5813,1.9,588.58,6.2336,140.31,0.56572,0.2,0.1,8.5448,8.8613,5.2813,7.2456,0.7,0.1,86.675,0.7,0.034893,0.2,2.8175,0.1,0.3,4.2448,1.2,4.8,0,0.4,0.7,3.4721,0.5,0.8,17.512,0.32632,2.7483,0.1,16.24,1.9299,1106.4,0.6,1.1,0.1,107.65,3.4776,2.5552,3.534,0.5,203.53,0.2,0.4,67.296,1.5815,0,0.4994,6.4614,4.3317,0.2,5.559,31.326,0.14251,3.2567,18.507,0.6,1.9,554.08,1632,0,0.3,9.6731,36.656,0.3,1.1,204.03,115.65,0.6,83.076,0.1,1.5,0.2,0.2,24.868,121.15,1.4262,3060.9,0.1,71.386,54.293,541.93,0.6,9.1582,595.19,0.4,13.757,2.4435,0.85462,0.6,0.48101,5.7345,43.709,28.396,0.1,7.3268,41.125,213.52,0.47778,674.02,1426.9,0.8,2.5324,37.5,17.755,0.2,0.21262,315.19,1,0.035101,4.6931,0.3,39.338,1.2,0.1,5.1796,0.7,0,30.001,0.3,63.774,0.8,1.4961,0.20539
23.883,0.1,1.1,29.431,7.6024,29.338,2.1252,0.1,0.2,0.9,1.3,4.3756,3.0303,1.7812,5.8567,1.1677,1.4,0.9,0.1,0.19821,21.343,1.6,2.5906,0.4,0,0.5,0.24274,1.0854,65.175,1.6919,1.2252,1.6,0.4,2.148,11.434,64.423,0.2,3,21.653,5.3046,24.79,1.0028,0.3,0.1,781.19,2.1925,0.1,4.8,0.55677,240.91,23.58,70.171,1.0122,4.3546,1.066,2.2605,11.545,0.4,0,291.91,4.1016,3.2678,0.1,1.5,0.1,2.2,12.857,421.83,5.7473,7.4792,5.7,183.47,0.34291,0,228.31,1.5065,367.69,50.966,16.323,0.13688,3.0994,0.39355,0.3,0.1,9.2133,701.72,0.52279,195.51,678.93,0.74244,1.1912,8.5936,0.076821,0,11.656,2.2163,0.3,0.8,0.7,1,260.77,2.0735,27.835,16.928,48.107,0.1,17.246,0.2,1.3354,0.54375,1.9352,0,0.2,0.7107,4.5,454.24,0.1,7.8223,2.7366,0.5,0.7,0.73136,161.61,80.16,4.6301,2.1,0.1,18.411,0.2,612.43,0.80921,2.8347,110.31,0.6,1.5235,27.6,0.3,0.4,36.045,14.219,47.169,0.1,0.2,21.753,20.268,0.23672,2.2,5.1,0.39217,0.5,0.3,227,3.5582,40.662,0.3,0,0,0.3,0.2,0.5,0.3,30.382,0.5,0,0.98836,0.90444,0.065911,18.319,2.7225,0.4,0.17919,2.0948,0.7,5.6943,18.6,2.1,39.392,1.7,0.1,0,0,882,329.91,3.0556,9.9141,9.2553,32.489,0.81219,1,0.6,1.6573,0,4.9759,4.5552,0.1,0.6,1.0098,6.1743,0.6,3755.6,1,0.3,0.6,27.608,5.5248,0.6,487.44,0.80788,1675.4,2.7563,1.3638,0.1,33.527,0.2,0.5,7.0467,0,15.8,0.2,6.887,50.002,1.5615,1.782,1.2,0.46808,5.9,0.4,13.602,413.91,1.3477,2.9274,11.47,1.6064,1.5535,1264.5,9.3778,1.3891,0.5,16.682,2171.9,1.6308,284.23,314.33,17.277,0.6,12,0.3,2.2237,0.25626,1.1,3.7443,13.746,11.858,451.81,0.2,96.967,74.71,125.97,2.9,0.2,21.336,0.3968,1.0067,26.858,1.1284,0.1,0,0.1,4.3918,19.484,3.0617,2.6851,0.76713,40.442,8.8006,12.988,98.439,16.06,0,12.175,377.73,0.8,10.2,3.8078,0.3,0,0.58544,0.1,7.5455,10.96,0.6,5.3673,3.1136,0,0.060982,3.3876,270.15,1.3928,7.2726,0.7
8.8152,0.85526,0.077154,21.608,1.2606,42.648,0.46456,8.3749,0.77428,0.59727,0.1,0.3,6.2855,301.43,10.892,0.12513,2.9239,0.56571,0.2,0.2,0.4,1.1,0.4,0.1,0.5,0.2,0.1,0.1,1.9691,13.541,223.86,5.3668,1.6085,0.95442,7.7147,22.572,1.0899,4.5008,9.2209,0.2,10.353,0,3.6713,2.2615,1684.1,0.5,0.2,1.5209,0.6,798.96,4.3069,22.042,0.1,0.53752,0.38608,85.885,2,0.3,0.34313,147.88,16.384,3.6317,0.54308,0,3.7,1.6275,13.897,457.2,7.2006,4.767,21.35,351.09,0.1,0.78936,2.0314,9.1513,24.26,45.505,106.55,0,45.538,0.8,0.30159,0.7,0.6,25.165,0.1,261.11,53.589,0.2,11.521,6.0977,0.67074,1.2,1.3416,4.051,2.4295,127.72,0.1,9.6442,108.11,3.8502,0,1.3,36.369,0.7,29.187,0.82338,0.11124,0.43027,1.8605,0.4,0,0.94145,1.0571,309.32,0.32439,0.4,102.48,0.22276,0.5,8.1268,9.2886,13.107,10.517,82.148,0.98141,153.46,0.3,222.03,7.2902,10.637,137.23,5.1053,5,28.203,1.0666,5.1492,1.6619,0.50644,113.47,0.92094,0.3,8.4662,46.512,32.025,0.29706,0.2,0,0,1,72.217,4.333,12.769,1.3975,2.8902,2.1804,3.5872,0.4,0.1,0.4,36.483,0.1,0.4,2.0956,0.5,4.2,468.42,0.29457,1.7555,2.4074,38.803,0.6,0.57075,2.6794,34.541,99.802,0.2,0.50211,1.0896,0.2,14.261,4.8873,1.2588,0.7,0.2,149,0.52152,7.694,1.1022,6.9992,0.51789,0.2,2.6138,0.1,0,10.945,18.702,0.1,40.227,4.1832,1.1957,0.4,22.933,12.185,0.1,17.796,3.4577,460.34,0.3,0.4,0.9,108.28,1.1653,2.0455,1.9709,4.6349,71.867,2.1,0.1,123.44,0.2,0.4,1.5,0.42996,0.3,2.8727,4.0979,7.0087,0.1,0.6,321.84,1.5958,0.4,135.12,3015.3,1.8422,0.6,2.003,26.106,2.6002,10.338,9.8043,24.756,0.2,291.36,0.1,30.208,10.955,0.94344,6.4225,378.7,34.824,2098.9,0.4,153.74,14.299,158.2,0.1,0.4,0.74131,0.4,0.51462,3.6784,0.10719,8.4792,12.842,0.2,11.791,30.861,2.8475,6.8865,5.2655,1.2587,39.967,17.743,8.6839,5.7601,9.288,37.248,37.679,1.3,93.902,1156.6,0.2,1.7631,0.58193,9.469,19.95,13.066,1.1932,119.51,0,0.3,13.123,1,7.094,0.8,1.6479,0.4
